,id,text,clean,emotion_x,emotion_y,2nd_emotions_x,2nd_emotions_y,keep,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,none,sentiment,negative,positive,neutral
119,1098604601031442434,"Mιχάλης Τσαμάζ, ΟΤΕ: Είμαι ικανοποιημένος με όσα πετύχαμε το 2018 https://t.co/J51cyC3h35","Mιχάλης Τσαμάζ, ΟΤΕ: Είμαι ικανοποιημένος με όσα πετύχαμε το 2018",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
120,1203778572718137346,Πριν από λίγο μου στάλθηκαν 3 μηνύματα από συνδρομητική υπηρεσία απάτη (54303) στην οποία ποτέ δεν έδωσα τον αριθμό μου. Η Wind μου αφαίρεσε κοντά 3 ευρώ από την κάρτα μου την στιγμή που τα χρειάζομαι. Όταν κάλεσα... https://t.co/UIfP6UFhbj,Πριν από λίγο μου στάλθηκαν 3 μηνύματα από συνδρομητική υπηρεσία απάτη (54303) στην οποία ποτέ δεν έδωσα τον αριθμό μου. Η Wind μου αφαίρεσε κοντά 3 ευρώ από την κάρτα μου την στιγμή που τα χρειάζομαι. Όταν κάλεσα...,disgust,disgust,anger,sadness,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
121,1150407760472924163,"@TripodisYorghos @K_Hatzidakis Είναι συνηθισμένη η πρακτική των #syriza_xeftiles στο να διαστρεβλώνουν την αλήθεια και να λένε #FakeNews συνεχώς, προκειμένου να εξυπηρετήσουν τα συμφέροντά τους κόντρα στα συμφέροντα του Ελληνικού λαού. #ΔΕΗ #ΝΔ_θέλατε https://t.co/vjTYldU1p5","Είναι συνηθισμένη η πρακτική των #syriza_xeftiles στο να διαστρεβλώνουν την αλήθεια και να λένε #FakeNews συνεχώς, προκειμένου να εξυπηρετήσουν τα συμφέροντά τους κόντρα στα συμφέροντα του Ελληνικού λαού. #ΔΕΗ #ΝΔ_θέλατε",disgust,anger,anger,disgust,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
122,1182222696282808321,Ισχυρή ενίσχυση της ΔΕΗ με 200 εκατ. ευρώ από ΥΚΩ 2007 – 2011 https://t.co/3oIQhceOEz https://t.co/plMwfY9RTX,Ισχυρή ενίσχυση της ΔΕΗ με 200 εκατ. ευρώ από ΥΚΩ 2007 – 2011,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
123,1193201067120615424,Ο προεδρος της ΓΕΝΟΠ/ΔΕΗ στην Επιτροπή της Βουλής μιλά για ΝΟΜΕ και ΑΠΕ https://t.co/bkKpN4UcYe,Ο προεδρος της ΓΕΝΟΠ/ΔΕΗ στην Επιτροπή της Βουλής μιλά για ΝΟΜΕ και ΑΠΕ,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
124,1168093928157057025,Δημοσιεύθηκε η απόφαση για το ΕΤΜΕΑΡ: Σε ισχύ τα νέα τιμολόγια της ΔΕΗ - Your News https://t.co/5foJYJbazr,Δημοσιεύθηκε η απόφαση για το ΕΤΜΕΑΡ: Σε ισχύ τα νέα τιμολόγια της ΔΕΗ - Your News,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
125,1205186388976685056,Η άνοδος της ΔΕΗ έσωσε τα προσχήματα στο ΧΑ https://t.co/PQlMTf4wgo https://t.co/zKVoDkekS0,Η άνοδος της ΔΕΗ έσωσε τα προσχήματα στο ΧΑ,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
126,1114826709319200768,"44ο προσυνέδριο Πολιτιστικών Κέντρων ΟΤΕ Ανατολικής Στερεάς Ελλάδας & Θεσσαλίας με θέμα ""Πολιτισμός & Ολυμπιακό Ιδεώδες","44ο προσυνέδριο Πολιτιστικών Κέντρων ΟΤΕ Ανατολικής Στερεάς Ελλάδας & Θεσσαλίας με θέμα ""Πολιτισμός & Ολυμπιακό Ιδεώδες",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
127,1257596375715512322,@AnimalL80231863 @GordonRamsay Και εγώ το βλέπω μέσο της cosmote Tv και βλέπω τεράστια διαφορά . Ούτε ίντριγκες ούτε σπίτι καθαρά μαγειρικά και στον τακο ΟΛΟΙ όχι επιλογή στα χειρότερα πιάτα αλλά το αντίθετο 3 καλά και όλοι οι υπόλοιποι διαδικασίες αποχωριστείς,Και εγώ το βλέπω μέσο της cosmote Tv και βλέπω τεράστια διαφορά . Ούτε ίντριγκες ούτε σπίτι καθαρά μαγειρικά και στον τακο ΟΛΟΙ όχι επιλογή στα χειρότερα πιάτα αλλά το αντίθετο 3 καλά και όλοι οι υπόλοιποι διαδικασίες αποχωριστείς,trust,anticipation,other,trust,['trust'],0,0,0,0,0,0,0,1,0,positive,0,1,0
128,1166707071569580034,ΤΟ ΚΑΤΑΛΑΒΕΣ ΤΩΡΑ ΕΛΛΗΝΑΚΟ ΤΙ ΠΑΙΖΕΙ Η ΟΧΙ?Κλειδώνει» το πακέτο διάσωσης της ΔΕΗ – Οι αλλαγές στα τιμολόγια https://t.co/Bg3ixPKUyu,ΤΟ ΚΑΤΑΛΑΒΕΣ ΤΩΡΑ ΕΛΛΗΝΑΚΟ ΤΙ ΠΑΙΖΕΙ Η ΟΧΙ?Κλειδώνει» το πακέτο διάσωσης της ΔΕΗ – Οι αλλαγές στα τιμολόγια,disgust,anger,anger,disgust,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
129,1247119018944757761,"@prodaster @windhellas Αα στη Vodafone να δεις τι γίνεται, μόλις περάσει μια μερα απο τη ημερομηνία πληρωμής σου στέλνουν μήνυμα κ μετα αρχίζουν τα τηλέφωνα στο σταθερό.6 χρόνια συνεπής πάντα το ίδιο μου κάνουν.","Αα στη Vodafone να δεις τι γίνεται, μόλις περάσει μια μερα απο τη ημερομηνία πληρωμής σου στέλνουν μήνυμα κ μετα αρχίζουν τα τηλέφωνα στο σταθερό.6 χρόνια συνεπής πάντα το ίδιο μου κάνουν.",disgust,disgust,anger,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
130,1175703469098975234,"Αλλάζουμε πάροχο πληρώναμε νόβα 5 χρόνια, και αυτοί δεν πλήρωναν φόρους... τώρα το λαμόγιο ο πρεζέμπορας την παίρνει κοψοχρονιά, χωρίς κιχ απο άλλους ανταγωνιστές, γιατί έχει χρέη 350 εκατ, τα οποία ο κουμπάρος θα σβήσει, η επιτροπή ανταγωνισμού για σκάνδαλα δεν μιλάει, κλπ κλπ","Αλλάζουμε πάροχο πληρώναμε νόβα 5 χρόνια, και αυτοί δεν πλήρωναν φόρους... τώρα το λαμόγιο ο πρεζέμπορας την παίρνει κοψοχρονιά, χωρίς κιχ απο άλλους ανταγωνιστές, γιατί έχει χρέη 350 εκατ, τα οποία ο κουμπάρος θα σβήσει, η επιτροπή ανταγωνισμού για σκάνδαλα δεν μιλάει, κλπ κλπ",disgust,disgust,anger,anger,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
131,1241734627527720960,Μόνο ο Cosmote. Κακός ο τίτλος.  Wind και Vodafone κάνουν τον χαζό και μας στέλνουν ... ευχές. τσιοδρα #menoumespiti #kalytera  9 drive μητσοτακης #staysafe σταυροπροσκυνησεως le figaro #ολυμπιακος #paok σειχ σου #turkey η realnews εοδυ τσιορδα  https://t.co/cTGg5JGUo2,Μόνο ο Cosmote. Κακός ο τίτλος. Wind και Vodafone κάνουν τον χαζό και μας στέλνουν ... ευχές. τσιοδρα #menoumespiti #kalytera 9 drive μητσοτακης #staysafe σταυροπροσκυνησεως le figaro #ολυμπιακος #paok σειχ σου #turkey η realnews εοδυ τσιορδα,disgust,disgust,anger,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
132,1275079984319590401,Νέα εμπορική πολιτική από τη ΔΕΗ με εκπτώσεις στα τιμολόγια https://t.co/oGPuQ1UL1D,Νέα εμπορική πολιτική από τη ΔΕΗ με εκπτώσεις στα τιμολόγια,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
133,1214912340518416384,Βίντεο: Κύκνος πέφτει πάνω σε παρμπρίζ αυτοκινήτου και το θρυμματίζει https://t.co/JBO11ky0JO,Βίντεο: Κύκνος πέφτει πάνω σε παρμπρίζ αυτοκινήτου και το θρυμματίζει,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
134,1238848724547383298,Στοιχημα ότι η @COSMOTE θα δώσει δωρεάν gb για καραντίνα.,Στοιχημα ότι η θα δώσει δωρεάν gb για καραντίνα.,anticipation,anticipation,other,trust,['anticipation'],0,1,0,0,0,0,0,0,0,positive,0,1,0
135,1185593000426119169,ΣΥΡΙΖΑ προς Επιτροπή Ανταγωνισμού: «Ελέγξτε την εξαγορά Forthnet/Nova από την Alter Ego» https://t.co/iqFdy1lWAz,ΣΥΡΙΖΑ προς Επιτροπή Ανταγωνισμού: «Ελέγξτε την εξαγορά Forthnet/Nova από την Alter Ego»,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
136,1248141451713806337,"Από την Cosmote παίρνουν τηλέφωνο για να αναβαθμίσεις τη γραμμή σου σε 50αρα. Σου λέει, κλεισμένοι μέσα είναι, σχολεία φροντιστήρια έχουν κάτσε να πουλήσω αναβαθμίσεις.  Ρε γελοίοι βοηθήστε το κόσμο αντι να προσπαθήσετε να του πάρετε τα λεφτά.","Από την Cosmote παίρνουν τηλέφωνο για να αναβαθμίσεις τη γραμμή σου σε 50αρα. Σου λέει, κλεισμένοι μέσα είναι, σχολεία φροντιστήρια έχουν κάτσε να πουλήσω αναβαθμίσεις. Ρε γελοίοι βοηθήστε το κόσμο αντι να προσπαθήσετε να του πάρετε τα λεφτά.",disgust,disgust,anger,anger,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
137,1126544388816084992,Dei Energy News: Σταθάκης: Δραματική η περίοδος της ΝΔ για τη ΔΕΗ -... https://t.co/dc772v6gdT,Dei Energy News: Σταθάκης: Δραματική η περίοδος της ΝΔ για τη ΔΕΗ -...,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
138,1130816959531110401,"Σε Εφορία, ΟΤΕ, Πυροσβεστική, υπηρεσίες του Δήμου και της Περιφέρειας η Χριστίνα Σταρακά  https://t.co/W05d6VOxCj https://t.co/qj54tqB2Op","Σε Εφορία, ΟΤΕ, Πυροσβεστική, υπηρεσίες του Δήμου και της Περιφέρειας η Χριστίνα Σταρακά",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
139,1183737011426996224,Χατζηδάκης: Μέχρι τέλη Οκτωβρίου το νομοσχέδιο για ΔΕΗ και ΔΕΠΑ https://t.co/iIFSZFYqp8 https://t.co/kJLJaLRENh,Χατζηδάκης: Μέχρι τέλη Οκτωβρίου το νομοσχέδιο για ΔΕΗ και ΔΕΠΑ,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
140,1193485281737027584,@protothema Συνδικα-ΛΗΣΤΕΣ ΓΕΝΟΠ - ΔΕΗ στο μαγαζάκι του πάτερα τους ............το κλείνουν και το ανοίγουν όποτε γουστάρουν .......με μισθό πρόεδρου Δημοκρατίας και προνομία για συνελεύσεις γλέντια στην Ρωσία ........ ο διακόπτης ΛΑΜΟΓΙΑ τελικά δεν είναι του πατέρα σας!!!,Συνδικα-ΛΗΣΤΕΣ ΓΕΝΟΠ - ΔΕΗ στο μαγαζάκι του πάτερα τους ............το κλείνουν και το ανοίγουν όποτε γουστάρουν .......με μισθό πρόεδρου Δημοκρατίας και προνομία για συνελεύσεις γλέντια στην Ρωσία ........ ο διακόπτης ΛΑΜΟΓΙΑ τελικά δεν είναι του πατέρα σας!!!,disgust,disgust,anger,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
141,1082624053066825728,"Ο ΟΤΕ διαπραγματεύεται στα 10,52 ευρώ με πτώση -0,28% και αποτίμηση 5,16 δισ. ευρώ και βρίσκεται στην 2η θέση των κεφαλαιοποιήσεων.","Ο ΟΤΕ διαπραγματεύεται στα 10,52 ευρώ με πτώση -0,28% και αποτίμηση 5,16 δισ. ευρώ και βρίσκεται στην 2η θέση των κεφαλαιοποιήσεων.",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
142,1130150205297500167,"Ας τελειώσουν οι εκλογές,να πηγαίνουμε λαϊκή ήσυχα καθημερινές, μνημόσυνα με τις γιαγιάδες Κυριακές, χωρίς να έρχονται υποψήφιοι με φυλλάδια.Να ζούμε ξένοιαστα από Δευτέρα μόνο με κλήσεις elpedison,volton,wind,nova που νοιάζονται να ξοδεύουμε λιγότερο σε φως,τηλέφωνο, ψυχαγωγια.","Ας τελειώσουν οι εκλογές,να πηγαίνουμε λαϊκή ήσυχα καθημερινές, μνημόσυνα με τις γιαγιάδες Κυριακές, χωρίς να έρχονται υποψήφιοι με φυλλάδια.Να ζούμε ξένοιαστα από Δευτέρα μόνο με κλήσεις elpedison,volton,wind,nova που νοιάζονται να ξοδεύουμε λιγότερο σε φως,τηλέφωνο, ψυχαγωγια.",other,disgust,disgust,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
143,1259714394960924672,V H ΔΕΗ ΑΝ ΘΕΛΕΙ ΝΑ ΛΕΓΕΤΑΙ ΑΝΘΡΩΠΙΝΗ ΚΑΙ ΕΛΛΗΝΙΚΗ ΝΑ ΒΑΛΕΙ ΚΑΝΟΝΙΚΟ ΝΟΥΜΕΡΟ ΚΙ ΟΧΙ 5ΨΗΦΙΟ ΓΙΑ ΤΗΝ ΕΞΥΠΗΡΕΤΗΣΗ  Από τα “αξημέρωματα” η ουρά έξω από τη ΔΕΗ  βίντεο) ======  https://t.co/ypPtKbxuES https://t.co/3fgKd806Vq,V H ΔΕΗ ΑΝ ΘΕΛΕΙ ΝΑ ΛΕΓΕΤΑΙ ΑΝΘΡΩΠΙΝΗ ΚΑΙ ΕΛΛΗΝΙΚΗ ΝΑ ΒΑΛΕΙ ΚΑΝΟΝΙΚΟ ΝΟΥΜΕΡΟ ΚΙ ΟΧΙ 5ΨΗΦΙΟ ΓΙΑ ΤΗΝ ΕΞΥΠΗΡΕΤΗΣΗ Από τα “αξημέρωματα” η ουρά έξω από τη ΔΕΗ βίντεο) ======,disgust,disgust,anger,anger,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
144,1135663161338712067,"Υποφάντη στο #ματι έτοιμος να κάψει κόσμο για πλάνα , υποφάντης διαφημίζει vodafone στα καμμένα, υποφαντης σε ΑΤΜ προσπαθεί να κάνει ανάληψη 10000 € υποφάντης προσπαθεί να σβήσει τούρτα #πατουλη . Μη γίνεις υποφάντης κόψε τη μαλακία όσο πιο γρήγορα γίνεται #skai_xeftiles","Υποφάντη στο #ματι έτοιμος να κάψει κόσμο για πλάνα , υποφάντης διαφημίζει vodafone στα καμμένα, υποφαντης σε ΑΤΜ προσπαθεί να κάνει ανάληψη 10000 € υποφάντης προσπαθεί να σβήσει τούρτα #πατουλη . Μη γίνεις υποφάντης κόψε τη μαλακία όσο πιο γρήγορα γίνεται #skai_xeftiles",other,disgust,disgust,anger,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
145,1210192492475211776,@OperatorVessel @rimbaud_enfer Η κετσαπ εχει πολλα προιοντα τα οποια συνδεονται με την εμφανιση πολλων ασθενειων. Για τα περισσοτερα προιοντα το ιδιο ισχυει,Η κετσαπ εχει πολλα προιοντα τα οποια συνδεονται με την εμφανιση πολλων ασθενειων. Για τα περισσοτερα προιοντα το ιδιο ισχυει,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
146,1146730401710444545,⚪⚫  Οι δηλώσεις με νόημα του Βραζιλιάνου ακραίου αμυντικού (vid) https://t.co/97IrHcM1MM  #Football #Superleague #newseason #2019-20 #preseason #PAOKfc #Netherlands #Apeldoorn #1stfriendlygame #LeoMatos #quotes,⚪⚫ Οι δηλώσεις με νόημα του Βραζιλιάνου ακραίου αμυντικού (vid) #Football #Superleague #newseason #2019-20 #preseason #PAOKfc #Netherlands #Apeldoorn #1stfriendlygame #LeoMatos #quotes,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
147,1232951185780494336,"@ArchaiosPolitis @TsafitsasPantel Ποιοι είναι αυτοί που μιλάς εσύ και σου λένε πράγματα που δεν έχουν καμία σχέση με την πραγματικότητα, σόρρυ κιόλας. Τα μόνα μέρη που βγάζουν λεφτά από μετανάστες είναι βονταφον γουιντ κτλ και όλη μέρα ουρές εκεί, κατά τα άλλα ούτε σάντουιτς δεν παίρνουν στο χέρι.","Ποιοι είναι αυτοί που μιλάς εσύ και σου λένε πράγματα που δεν έχουν καμία σχέση με την πραγματικότητα, σόρρυ κιόλας. Τα μόνα μέρη που βγάζουν λεφτά από μετανάστες είναι βονταφον γουιντ κτλ και όλη μέρα ουρές εκεί, κατά τα άλλα ούτε σάντουιτς δεν παίρνουν στο χέρι.",fear,disgust,disgust,anger,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
148,1121434964522721280,"Οριακή άνοδος 0,01% στο Χρηματιστήριο - Μικρή ανάκαμψη της ΔΕΗ https://t.co/QXc2ZOvoDB https://t.co/MfsTH8fJGF","Οριακή άνοδος 0,01% στο Χρηματιστήριο - Μικρή ανάκαμψη της ΔΕΗ",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
149,1252616215123628035,COSMOTE TV: Ποια τηλεοπτικά προγράμματα προτίμησαν οι τηλεθεατές αυτό το Πάσχα https://t.co/wfUTjcYBNl https://t.co/r9bHlV7MFi,COSMOTE TV: Ποια τηλεοπτικά προγράμματα προτίμησαν οι τηλεθεατές αυτό το Πάσχα,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
150,1143600254962589696,"Το ΑΙΣΧΟΣ της ΔΕΗ! ΑΥΞΗΣΕΙΣ, ΚΛΟΠΕΣ, ΑΥΞΗΣΕΙΣ, ΚΛΟΠΕΣ, ΑΥΞΗΣΕΙΣ... 🌠🌠🌠","Το ΑΙΣΧΟΣ της ΔΕΗ! ΑΥΞΗΣΕΙΣ, ΚΛΟΠΕΣ, ΑΥΞΗΣΕΙΣ, ΚΛΟΠΕΣ, ΑΥΞΗΣΕΙΣ... 🌠🌠🌠",anger,anger,disgust,disgust,"['anger', 'disgust']",1,0,1,0,0,0,0,0,0,negative,1,0,0
151,1105840879540031490,"Ανοδικές τάσεις στο ΧΑ με τη ΔΕΗ να πρωταγωνιστεί - Στις 708,65 μονάδες και στο +0,67% με τζίρο 43,8 εκατ. ευρώ","Ανοδικές τάσεις στο ΧΑ με τη ΔΕΗ να πρωταγωνιστεί - Στις 708,65 μονάδες και στο +0,67% με τζίρο 43,8 εκατ. ευρώ",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
152,1167702731177549824,@steldel17 @kmitsotakis @K_Hatzidakis Δεν είναι το ίδιο. Η ΔΕΗ είναι τράπεζα,Δεν είναι το ίδιο. Η ΔΕΗ είναι τράπεζα,none,other,none,none,['none'],0,0,0,0,0,0,0,0,1,neutral,0,0,1
153,1131852879051075584,Aν δεν έχετε ζήσει ακόμη την μουσική εμπειρία που ακούει στο όνομα Musical Fridays at https://t.co/WrchDjb1ZD μην κάθεστε!!!  Για ακόμη μία Παρασκευή πιστοί στο ραντεβού μας στο Skyline στον Πύργο του ΟΤΕ απολαμβάνουμε τους… https://t.co/bsbMUCJw2O,Aν δεν έχετε ζήσει ακόμη την μουσική εμπειρία που ακούει στο όνομα Musical Fridays at μην κάθεστε!!! Για ακόμη μία Παρασκευή πιστοί στο ραντεβού μας στο Skyline στον Πύργο του ΟΤΕ απολαμβάνουμε τους…,anticipation,anticipation,joy,joy,"['anticipation', 'joy']",0,1,0,0,1,0,0,0,0,positive,0,1,0
154,1200024079874564096,"Ο Σπίρτζης απάντησε με Καλλία στον Χατζηδάκη για το νομοσχέδιο της ΔΕΗ, https://t.co/pPNEpxXYiB,","Ο Σπίρτζης απάντησε με Καλλία στον Χατζηδάκη για το νομοσχέδιο της ΔΕΗ,",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
155,1167366987565154304,Γ. Γεραπετρίτης: Αναζήτηση ευθυνών για ΔΕΗ και διαπραγμάτευση του 2015 - https://t.co/251u8f9OXJ https://t.co/Q2FCrLjsVj,Γ. Γεραπετρίτης: Αναζήτηση ευθυνών για ΔΕΗ και διαπραγμάτευση του 2015 -,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
156,1089116763277541377,"Η ΔΕΗ δεν θα ξεπουλήσει τις λιγνιτικές μονάδες της, τονίζει ο Μ. Παναγιωτάκης https://t.co/ySnF7MIO8i https://t.co/6ceVTQM1dR","Η ΔΕΗ δεν θα ξεπουλήσει τις λιγνιτικές μονάδες της, τονίζει ο Μ. Παναγιωτάκης",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
157,1172179759268343812,Έρευνα #SDNA Οι 13 ΠΑΕ της Super League παίρνουν θέση για #NOVA - Μαρινάκη https://t.co/5MGZopVpqM #mesia,Έρευνα #SDNA Οι 13 ΠΑΕ της Super League παίρνουν θέση για #NOVA - Μαρινάκη #mesia,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
158,1222166417824370689,Dei Energy News: Παράταση στον διαγωνισμό του ΔΕΔΔΗΕ για τέσσερις ν... https://t.co/0dWcsH0aKN,Dei Energy News: Παράταση στον διαγωνισμό του ΔΕΔΔΗΕ για τέσσερις ν...,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
159,1208788434606837763,Παιδιά εκεί στην Νόβα σταματήστε να γλείφετε το αφεντικό... Καθαρό smack down έκανε ο Σουλτάνι.. Δεν είμαστε όλοι πρόβατα..,Παιδιά εκεί στην Νόβα σταματήστε να γλείφετε το αφεντικό... Καθαρό smack down έκανε ο Σουλτάνι.. Δεν είμαστε όλοι πρόβατα..,disgust,disgust,anger,other,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
160,1149986854319476737,Χατζηδάκης: Η ΔΕΗ δεν έχει χρήματα ούτε για κολώνες https://t.co/09692qJxSn,Χατζηδάκης: Η ΔΕΗ δεν έχει χρήματα ούτε για κολώνες,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
161,1177634703718912002,@atsipras Τι να σου πω ρε άτομο.......έχε χάρη που ο Μητσοτάκης δεν σε κυνηγάει για την Novartis.Εγώ θα σε πήγαινα μαρούλι.,Τι να σου πω ρε άτομο.......έχε χάρη που ο Μητσοτάκης δεν σε κυνηγάει για την Novartis.Εγώ θα σε πήγαινα μαρούλι.,disgust,disgust,anger,anger,"['disgust', 'anger']",1,0,1,0,0,0,0,0,0,negative,1,0,0
162,1132303625542426624,Έχω ετοιμαστεί για διακοπές. Έχω κατεβάσει ταινίες σειρές σε @NetflixGR #novago και έχω έτοιμο το #cosmotetvgo Ζωάρα!,Έχω ετοιμαστεί για διακοπές. Έχω κατεβάσει ταινίες σειρές σε #novago και έχω έτοιμο το #cosmotetvgo Ζωάρα!,joy,joy,anticipation,anticipation,"['joy', 'anticipation']",0,1,0,0,1,0,0,0,0,positive,0,1,0
163,1110618473481289730,5-4-1 και βασικός ο Μπουχαλάκης https://t.co/aaYBYwJz3r  #UEFAEuro2020Qualification #greeknationalteam,5-4-1 και βασικός ο Μπουχαλάκης #UEFAEuro2020Qualification #greeknationalteam,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
164,1262453005179379713,"Μου στέλνει τα κλειδιά με το ταχυδρομείο όλα αυτά τέλη Δεκεμβρίου. Το αφήσαμε να έρθει η άνοιξη. Μπήκα μέσα και το σπίτι είναι χειρότερο από ποτέ. Έσπασε πόρτες, έβαψε τα μάρμαρα, έβαψε όλα τα ντουλάπια της κουζίνας τεσπα οι ζημιές τεράστιες. Συν 1800 ευρώ ΔΕΗ που είχε πει ότι","Μου στέλνει τα κλειδιά με το ταχυδρομείο όλα αυτά τέλη Δεκεμβρίου. Το αφήσαμε να έρθει η άνοιξη. Μπήκα μέσα και το σπίτι είναι χειρότερο από ποτέ. Έσπασε πόρτες, έβαψε τα μάρμαρα, έβαψε όλα τα ντουλάπια της κουζίνας τεσπα οι ζημιές τεράστιες. Συν 1800 ευρώ ΔΕΗ που είχε πει ότι",disgust,disgust,fear,anger,['disgust'],0,0,1,0,0,0,0,0,0,negative,1,0,0
165,1242473256969330695,@Elitsa_Gemisti @lena_savvidou μιλαμε για vodafone-wind-cosmote...για τους αλλους εχεις δικιο,μιλαμε για vodafone-wind-cosmote...για τους αλλους εχεις δικιο,none,trust,none,none,['none'],0,0,0,0,0,0,0,0,1,neutral,0,0,1
166,1180522778413404160,"   Το ""χρυσό"" γκολ του Γάλλου επιθετικού της Ξάνθης (video) https://t.co/xQq3K7HCHt #SuperLeague #6thMatchday #PANXAN #panathinaikosfc #aoxfc #goal #video","Το ""χρυσό"" γκολ του Γάλλου επιθετικού της Ξάνθης (video) #SuperLeague #6thMatchday #PANXAN #panathinaikosfc #aoxfc #goal #video",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
167,1247151990402158592,"@glue_hisamoli @prodaster @windhellas Κατά γενική ομολογία ο ένας πάροχος είναι χειρότερος απ’τον άλλο ! Το ντέρμπι Vodafone vs Wind για την πιο σάπια,καλά κρατεί. Έχω σταθερό στη μία,κινητό στην άλλη.Έχω δουλέψει για πολύ λίγο για τη Vodafone.Ξεφτιλισμένοι τελείως. Κι η Cosmote πιο ακριβή. Μπρος γκρεμός κ πίσω ρέμα.","Κατά γενική ομολογία ο ένας πάροχος είναι χειρότερος απ’τον άλλο ! Το ντέρμπι Vodafone vs Wind για την πιο σάπια,καλά κρατεί. Έχω σταθερό στη μία,κινητό στην άλλη.Έχω δουλέψει για πολύ λίγο για τη Vodafone.Ξεφτιλισμένοι τελείως. Κι η Cosmote πιο ακριβή. Μπρος γκρεμός κ πίσω ρέμα.",anger,disgust,disgust,anger,"['anger', 'disgust']",1,0,1,0,0,0,0,0,0,negative,1,0,0
168,1083010885449338880,"Το ντέρμπι Μαρσέιγ - Μονακό, το Λιγκ Καπ Γαλλίας, η μάχη της Μάντσεστερ Σίτι και η Championship στα Novasports https://t.co/pHTUgnezHI https://t.co/1Tl0uq8GYy","Το ντέρμπι Μαρσέιγ - Μονακό, το Λιγκ Καπ Γαλλίας, η μάχη της Μάντσεστερ Σίτι και η Championship στα Novasports",none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
169,1155190480147288064,Χατζηδάκης: Μεγαλοοφειλέτες της ΔΕΗ έχουν κρυφτεί μέσα στους φτωχούς https://t.co/1RmMABbrP4,Χατζηδάκης: Μεγαλοοφειλέτες της ΔΕΗ έχουν κρυφτεί μέσα στους φτωχούς,none,none,none,none,"['none', 'none']",0,0,0,0,0,0,0,0,1,neutral,0,0,1
