full_text,fold,label_1,label_2,label_3,majority_vote,tie_break,gold_label
"Από το πρωί επισκέπτομαι τις πληγείσες από τον σεισμό περιοχές του Δήμου Φαρκαδόνας. Η κινητοποίηση της Πολιτικής Προστασίας σε συνεργασία με τον Δήμο, την Περιφέρεια, τον Στρατό, την Πυροσβεστική και την Αστυνομία, προσφέρουν άμεση στήριξη στους πληγέντες. https://t.co/9FvnGA5cFn",4,1,1,1,1,,1
"Η ουσιαστική αναβάθμιση των σχέσεων με τους Έλληνες της Διασποράς είναι εκπεφρασμένη στρατηγική επιλογή της @govgr .
 
Και έχει ήδη πάρει το δρόμο της με την ψήφο των Ελλήνων του εξωτερικού.
 
@PrimeministerGR @NikosDendias #Βουλή",3,1,1,1,1,,1
"Εδώ και μέρες η επιτροπή και μέλη της όπως ο καθηγητής Βασιλακόπουλος, Λινού, Δερμιτζάκης, Μαγιορκίνης προτείνουν να ανοίξουν τα μαγαζιά με όρους και προϋποθέσεις. Η κυβέρνηση που λέει ότι η επιτροπή αποφασίζει γιατί δεν τα ανοίγει;Θέλει να σκοτώσει την οικονομία; @ellinikilisi https://t.co/QidgMWSVBD",3,-1,-1,-1,-1,,-1
"Δύο δημιουργικά χρόνια στο @MinEduGR. Δύο χρόνια διαμορφώνουμε όλοι μαζί την Παιδεία του αύριο.  

Στρέφουμε το βλέμμα μας σε όσα πετύχαμε όλοι μαζί αυτά τα δύο ιδιαίτερα χρόνια. 
Διαβάστε περισσότερα στον σύνδεσμο 👉 https://t.co/GpEK8v8h6l  

Συνεχίζουμε δυναμικά. 
#ΣτηνΠράξη https://t.co/e6lCCpSRP7",1,1,1,1,1,,1
"🍱 Όταν το 2017 θεσμοθετήθηκε, η #ΝΔ δυστυχώς δεν ψήφισε το νόμο &amp; ως #Κυβέρνηση_Μητσοτάκη υποβάθμισε την αξία του &amp; σήμερα φθάνουμε στην κατάργηση, ουσιαστικά, ενός επιτυχημένου θεσμού. #σχολικά_γεύματα https://t.co/3Ce7Flxh5o",4,-1,-1,-1,-1,,-1
"Η #βουλή υποδέχεται σήμερα δυο ιστορικά και σημαντικά νομοσχέδια:
Εθνικής ενότητας!
Εθνικής ομοψυχίας!
Εθνικής κυριαρχίας!
Εθνικής αυτοπεποίθησης!
1)Επεκτείνεται η αιγιαλίτιδα ζώνη στο  Ιόνιο στα 12 μίλια
2)Ενισχύουμε την ισχύ των ενόπλων δυνάμεων με την αγορά 18 μαχητικών RAFALE",4,1,1,1,1,,1
"Βάναυση κακοποίηση της δημοκρατίας και των ανθρωπίνων δικαιωμάτων των πολιτών. 
Μια επικίνδυνη Κυβέρνηση - ντροπή! https://t.co/Q4MU3sW1L4",1,-1,-1,-1,-1,,-1
"Αύριο το πρωί στις 10:25 συζητάμε για τις πολιτικές εξελίξεις και την επικαιρότητα στην εκπομπή ""Θέσεις και Απόψεις"" στον ραδιοφωνικό σταθμό @fm100thess  με τους Βασίλη Κοντογουλίδη και Σοφία Ξανθόπουλου. 
Μπορείτε να ακούσετε ζωντανά εδώ: https://t.co/WyF1hkQKSt https://t.co/PyHqUeBMGb",4,0,0,0,0,,0
"Η απειλή και η χρήση βίας δεν είναι μέσα σε αυτά τα οποία η Ελληνική Δημοκρατία ανέχεται ή υποστηρίζει. Και επίσης, στο πλαίσιο των σχέσεων καλής γειτονίας υποστηρίζουμε ότι οι χώρες έχουν υποχρέωση να αποφεύγουν εκβιασμούς. Οποιουσδήποτε εκβιασμούς. @GreeceMFA https://t.co/2uQwWa4jQV",0,-1,0,0,0,,0
"Με την @FeiMavragani στο ""Τώρα ό,τι Συμβαίνει"" στο ... https://t.co/1Be3lmAcTZ μέσω @YouTube",1,0,0,0,0,,0
2/2 H αίσθησή μου είναι ότι το 2021 θα είναι καλύτερο από την περσινή χρονιά. Κι αυτό το λέω  βάσει αντικειμενικών δεδομένων: Φέτος έχουμε εμβόλια και γρήγορα τεστ. Τα μέσα αυτά είναι πολύτιμα και θα έχουν καταλυτικό ρόλο. @Kathimerini_Cy https://t.co/SzrArbzcoe,1,1,1,1,1,,1
"Ναι, να αποκατασταθούν αδικίες στην  μοριοδότηση στελεχών των Ενόπλων Δυνάμεων που υπηρετούν στο Αεροδρόμιο fob Ακτίου!
Ναι στη συνέχιση λειτουργίας &amp; αναβάθμισης της FOB Ακτίου!
Απο τον Υπουργό Εθνικής Άμυνας σε ερώτησή μου!
@dkonstantop
#kinima_allagis https://t.co/SAiRSFXmV8",3,1,1,1,1,,1
Η κοκορομαχία Μητσοτάκη- Τσίπρα αναδεικνύει την επιτακτική ανάγκη αλλαγής των πολιτικών συσχετισμών στην οποία στοχεύει το Κίνημα Αλλαγής με αξιόπιστη αντιπολίτευση..,4,-1,-1,-1,-1,,-1
3ο Αναπτυξιακό Συνέδριο Αιτωλοακαρνανίας https://t.co/HtaodXRm5D,2,0,0,0,0,,0
"Επίσκεψή μου στη Δημοτική Ενότητα Εγνατίας του Δήμου Βόλβης και συνάντηση με τους Προέδρους Νυμφόπετρας, Προφήτη και Σχολαρίου
#Υπεύθυνα_δίπλα_σου
https://t.co/m9AxIDxRzg https://t.co/FcMTVqDwR2",3,0,0,1,0,,0
Είναι χρέος όλων μας να ενημερωθούμε για τον αυτισμό αλλά και για τα βήματα που πρέπει να πραγματοποιηθούν για την ομαλή ένταξη των ατόμων με αυτισμό σε κάθε κοινωνική δραστηριότητα από την παιδική τους ηλικία.,1,1,1,0,1,,1
"‘’Αστεία δυναστεία που φλερτάρει επταετία, και το Σύνταγμα ένα όνομα απλά σε μια πλατεία.’’

Κάθε ρίμα και ένα καρφί στην #κυβερνηση_Μητσοτακη. 
Ο #μιθριδατης των παιδικών μας χρόνων ξαναχτυπά και είναι πιο επίκαιρος από ποτέ!",1,-1,-1,-1,-1,,-1
"""Big Data, Δημοκρατία και Ψηφιακά Δικαιώματα. Από την Palantir κ, την CISCO έως τους ιδιώτες λογοκριτές του Facebook"". Επίκαιρη διαδικτυακή εκδήλωση το Σάββατο 3/4, 19.00. Με @StefLoukopoulos, @AnemosNaftilos, @CharisPapaev, Κ.Κακαβούλια (@Homo_Digitalis_), Μπ.Πολυχρονιάδη. https://t.co/2pyk9H0SWL",0,-1,0,0,0,,0
"2/3 Η Ελλάδα διαχρονικά εργάζεται για την προώθηση των οικουμενικών ανθρώπινων δικαιωμάτων, το κράτος δικαίου και την απαγόρευση των διακρίσεων.",4,1,1,1,1,,1
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ Κ.ΒΕΛΟΠΟΥΛΟΣ ΔΕΝ ΘΑ ΠΑΨΕΙ ΠΟΤΕ ΝΑ ΜΑΧΕΤΑΙ ΓΙΑ ΤΙΣ ΑΔΙΚΙΕΣ ΚΑΤΑ ΤΗΣ ΕΛΛΑΔΟΣ ΚΑΙ  ΕΛΛΗΝΩΝ!
#ΠΡΩΤΑ Η ΕΛΛΑΔΑ
#ΠΡΩΤΑ ΟΙ ΕΛΛΗΝΕΣ
@ellinikilisi https://t.co/gRDNnUuzMw",2,1,1,1,1,,1
Ρήμαξατε τα βουνά με τις ανεμογεννήτριες! Γεμίζετε την εύφορη γη με φωτοβολταϊκά για να θησαυρίζουν οι Γερμανοί! Μόνον ο @velopky τόλμησε να ξεσκεπάσει την «πράσινη απάτη» @ellinikilisi https://t.co/1VhywvWQCc,3,-1,-1,-1,-1,,-1
"Ξεμπλοκάραμε δύο πολύ σημαντικά οδικά έργα, τον ΒΟΑΚ και τον Πατρών-Πύργου, ώστε να ολοκληρωθεί επιτέλους αυτό το σημαντικό πλέγμα οδικών συνδέσεων στη χώρα μας. 
✔️Για τον ΒΟΑΚ έχουμε εξασφαλίσει κονδύλια άνω του 1 δισ. ευρώ
1/2 https://t.co/2BoU9ut1BU",0,1,1,1,1,,1
"Ενώ 250.000 νοικοκυριά είναι χωρίς ρεύμα, νερό και θέρμανση, ενώ μικρά παιδιά παγώνουν κυριολεκτικά δίπλα σας...εσείς ψηφίζετε δωράκια στα ΜΜΕ, κάνετε τα γαλάζια παιδιά σας «Αρεοπαγίτες» και απολύετε εκατοντάδες εργαζόμενους.
#κυβέρνηση_συμμορια #vouli #Χρυσοχοιδη_παραιτησου https://t.co/3SXECmQil6",4,-1,-1,-1,-1,,-1
Ο παραγωγικός διάλογος με τον Υπ. Μετανάστευσης συνεχίζεται προκειμένου να ανακύψει μία κοινή συνισταμένη ανταποκρινόμενη στο λαϊκό &amp; εθνικό αίσθημα! Ο εκσυγχρονισμός &amp; η βελτίωση των δομών των ΤΣΦ Έβρου θα καταστήσουν τα χερσαία σύνορα.. αδιαπέραστα! https://t.co/y9ahiG3lQS,4,1,1,1,1,,1
ΖΗΤΩ Η ΕΛΛΑΔΑ! https://t.co/dy7RT3aaJO,0,1,1,1,1,,1
"Με υποδειγματική ψυχραιμία και επαγγελματισμό, ο Διευθυντής και οι συνάδελφοί του κατάφεραν να εκκενώσουν τάχιστα το σχολείο και να βγάλουν σώους τους 63 μαθητές. Τους αξίζουν θερμά συγχαρητήρια. https://t.co/zwy0bhOAuM",4,1,1,1,1,,1
"Στην Κίσαμο σήμερα, για τα προβλήματα της άρδευσης https://t.co/NMedWcaXy7 https://t.co/Z85rS2AYaI",0,0,0,0,0,,0
@Vkikilias προτού αναρτήσετε ευχολόγια-κενά ουσίας-λόγω της παγκόσμιας #ημέρας_του_πατερα απαντήστε παρακαλώ σε όλους τους γονείς που αγωνιούν γιατί δεν λειτουργεί πλήρως το #ΠαιδωνΑγιαΣοφια20 #Fathers_Day https://t.co/mnxHSWOSUU,3,0,-1,-1,-1,,-1
"Υπέγραψα Μνημόνιο Συνεργασίας στο Κάιρο μεταξύ @GreeceMFA &amp; Αραβικού Συνδέσμου, με τον ΓΓ του Αραβικού Συνδέσμου Ahmed Aboul Gheit. Το Μνημόνιο Συνεργασίας θεσμοθετεί τις πολιτικές διαβουλεύσεις μεταξύ των δύο πλευρών και μεταξύ Ελλάδας &amp; Μελών Αραβικού Συνδέσμου. https://t.co/OxmwemYYRc",3,0,0,0,0,,0
"Θερμά συγχαρητήρια στον καθηγητή Ιωάννη Κτιστάκι για την εκλογή του στη θέση του έλληνα Δικαστή στο ΕΔΔΑ. Του εύχομαι καλή επιτυχία στο δύσκολο έργο που αναλαμβάνει.
https://t.co/4WPT1zz3SU",3,1,1,1,1,,1
"“Η επιχείρηση «Ελευθερία»είναι πλέον πραγματικότητα &amp; στο νόμο Ηλείας. Γίνεται μια τεράστια προσπάθεια για να ξαναπάρουμε πίσω τις ζωές μας &amp; να απαλλαγούμε οριστικά από αυτόν τον αόρατο εχθρό."" 
Απόσπασμα δήλωσης μου στην ORT TV κατά τη χθεσινή επίσκεψη μου στο Νοσοκομείο Πύργου https://t.co/cn8zbosS7L",1,1,1,1,1,,1
"@mignatiou @ellinikilisi Μάλλον τα ελληνικά μας δεν γίνονται αντιληπτά !Είμαστε διαχειριστες!Όσο για τα κατεχόμενα και την Κύπρο μας, ευτυχώς οι ΗΠΑ μας βοήθησαν και απελευθερωθηκαν ε;",1,-1,-1,-1,-1,,-1
"Μας λέτε ότι θέλατε ένα καλύτερο ραδιοτηλεοπτικό τοπίο. Αλήθεια; Αν αυτό το καλύτερο ραδιοτηλεοπτικό τοπίο και ΜΜΕ είναι το Documento και μία ΕΡΤ κομματικό-φερέφωνο με τα λεφτά του Έλληνα φορολογούμενου, μας συγχωρείτε αλλά δεν θα πάρουμε.
2/5 https://t.co/NWAWm0Y10R",3,-1,-1,-1,-1,,-1
Η Τουρκία βρίσκεται σε κρίση &amp; έχει μπει σε μία φάση περιδίνησης τόσο στο εσωτερικό όσο και στο εξωτερικό. Εμείς δεν χαιρόμαστε με τη φωτιά στην αυλή του γείτονα. Η νευρικότητα και οι σπασμωδικές κινήσεις της μπορεί να επηρεάσουν τις ελληνοτουρκικές σχέσεις. @parapolitika901 https://t.co/nJu8OzomQ8,2,-1,-1,0,-1,,-1
"""Εσείς της Νέας Δημοκρατίας, που μαζί με το ΠΑΣΟΚ αναδείξατε τη διαφθορά σε ολυμπιακό άθλημα, κατηγορείτε τον ΣΥΡΙΖΑ για διαφθορά; Κι εσείς του ΣΥΡΙΖΑ, πόσο ακόμα θα ανέχεστε μια ηγεσία που σας επιβάλλει την ""αριστερή"" υποταγή στα ολιγαρχικά συμφέροντα;"" https://t.co/qQbH2KMDtd",3,-1,-1,-1,-1,,-1
Η κοινή ανακοίνωση για τη συνάντηση με τον Υπουργό Εξωτερικών της Ινδίας @DrSJaishankar: https://t.co/iPPLR2hP3n https://t.co/XCy9PgF5cL,0,0,0,0,0,,0
"150 χρόνια σήμερα από την Κομμούνα του Παρισιού, την πρώτη ιστορική απόπειρα για μια σοσιαλιστική κοινωνία ελευθερίας. https://t.co/At9JZOp6nV",3,1,0,0,0,,0
"Κατά την παραμονή μου στο νησί της Ρόδου, επισκέφτηκα και το νεόδμητο Ξενώνα φιλοξενίας συγγενών ασθενών που ανεγέρθηκε με δωρεά ιδιωτών,με πρωτοβουλία του Αντιπεριφερειάρχη Δωδεκανήσου Κ. Διακογεωργίου.Θερμά συγχαρητήρια σε όλους όσους συνετέλεσαν στη δημιουργία αυτού του έργου! https://t.co/af8Fy9VnOI",0,1,1,1,1,,1
@3karapiperim Μάλλον εσείς αγνοείτε τι σημαίνει νόμισμα - ούτε τι σημαίνει ευγένεια. Να είσαστε πάντα καλά.,2,-1,-1,-1,-1,,-1
"Ο πρόεδρος του Φαρμακευτικού Συλλόγου Αττικής, κ. Λουράντος, ""πέταξε"" έξω από το φαρμακείο του το συνεργείο του ΣΚΑΪ.
Όταν η οργή ξεχειλίζει...",2,-1,-1,-1,-1,,-1
Πολιτικά ανεύθυνη και ηθικά ανεπίτρεπτο να κάνουν τα κόμματα μέσα στην πανδημία πολιτική με όρους πολιτικού κόστους  - πολιτικού οφέλους https://t.co/VR28gJ9COL,0,-1,-1,-1,-1,,-1
Ξεκίνησα μια σειρά επαφών με επιχειρήσεις τυποποίησης αγροτικών προϊόντων του νομού μας που συμβάλλουν στην ανάπτυξη της τοπικής μας οικονομίας. https://t.co/2VtHq5Pb6p,0,1,1,1,1,,1
Και logo όπως λένε να είναι πάλι άκρη δεν βγαίνει με την αισθητική και το τετράγωνο κτίριο έκτρωμα,3,-1,-1,-1,-1,,-1
"«Ενώ μιλάμε για οικονομικές &amp; κοινωνικές συνέπειες της πανδημίας, θα πρέπει να μιλήσουμε &amp; για τις συνέπειές της στη Δημοκρατία» | Σημεία από τη συμμετοχή στην εκδήλωση του @ENA_Institute ""Δημοκρατια &amp; Δικαιοσύνη""
https://t.co/a8VNaLZ1Vd",2,0,0,0,0,,0
@PGPapanikolaou https://t.co/KcBEviAvZW δυστυχώς τα επίσημα στοιχεία είναι τραγικά για την Ελλάδα «αγαπητέ» εκτός αν είναι ψεύτικα αλλά θα ήταν λίγο περίεργο αυτό καθώς δίνονται από το Υπουργείο Υγείας,2,-1,-1,-1,-1,,-1
Μεγάλη στιγμή για την χώρα μας αποτελεί η παραλαβή του πρώτου από τα 18 συνολικά υπερσύγχρονα μαχητικά αεροσκάφη #Rafale που εντάσσει στο δυναμικό της η Πολεμική Αεροπορία! https://t.co/x1oKTqGZq5,3,1,1,1,1,,1
"Το 1802 η Επτάνησος Πολιτεία έδινε οικογενειακό επίδομα εμβολιασμού 60 τάληρα!

Ευχαριστώ τον @GeorgePierros που με έκανε να ανατρέξω στις πηγές.

Κ. Μπογδάνος: Ο Καποδίστριας, το πρώτο εμβόλιο, η πανώλη, οι Γάλλοι και οι Τούρκοι αιχμάλωτοι... https://t.co/V0dZXIwLtT via @YouTube",3,1,1,1,1,,1
"2/2 Η στάση της ΕΛ.ΑΣ απέναντι στην καταγγέλλουσα απαιτεί το λιγότερο εξηγήσεις από τον πολιτικό της προϊστάμενο.
Η αλληλεγγύη που έδειξε η εργαζόμενη που της στάθηκε είναι και η ελπίδα μας. Καμία μόνη.",4,1,1,-1,1,,1
"Κόψαμε την πίτα μας με μία μόνο ευχή: 
Αυτός ο χρόνος να φέρει υγεία και χαμόγελα σε όλους!
Καλή κι ευλογημένη χρονιά!

Και ο Φώτης μας, κέρδισε το φλουρί! 🥰 https://t.co/bE3bMD0d4Y",4,1,1,1,1,,1
"Απόψε, στη μία μετά τα μεσάνυχτα, στην εκπομπή #direct στον Alpha TV με τον Τάκη Χατζή, περιγράφω την περιπέτειά μου με τον COVID-19.

#Πλακιωτάκης #COVID19 https://t.co/hxDHVkQj1u",0,0,0,0,0,,0
"Υπεγράφη από τα 53 κράτη του Π.Ο.Υ. Ευρώπης η Διακήρυξη της Συνόδου των Αθηνών για την καλύτερη Ψυχική Υγεία εν μέσω της πανδημίας Covid-19. 
⁦@hans_kluge⁩ ⁦@raptizoi⁩ ⁦@WHO_Europe⁩  https://t.co/1fe2d58eIW",2,0,0,0,0,,0
"Ο Φιλελληνισμός είναι ένα σημαντικό κομμάτι της ιστορίας μας το οποίο δε θα λησμονηθεί ποτέ. Απόψε, έχουμε την ευκαιρία να τιμήσουμε μερικούς από τους μεγαλύτερους Φιλέλληνες, μέσω των απογόνων τους.",3,1,1,0,1,,1
"Οφείλουμε να αναγνωρίσουμε την υπέρτατη αξία που είναι η ζωή και να δώσουμε τη μάχη για την ενίσχυση γιατρών και νοσηλευτών αλλά και τη μάχη για ένα νέο Ε.Σ.Υ. που θα είναι δίπλα στον πολίτη.
https://t.co/qWHMM4yV8Y",2,1,1,1,1,,1
"Χιλιάδες πολίτες μένουν χωρίς ρεύμα για ωρες μέσα στην παγωνιά. Χρειαζόμαστε ισχυρές υποδομές, πολιτικές πρόληψης, παρεμβατικό κράτος για να αντιμετωπίζουμε τις κρίσεις. Ένα μεγάλο ευχαριστώ σε όσους εργάζονται για να αποκαθιστούν τις βλάβες και την λειτουργικότητα των υποδομών.",2,1,-1,1,1,,1
"Το άρθρο μου από την έντυπη έκδοση της εφημερίδας @Amarysia_gr στις 27/2/2021 (σελ. 19), για τις διαχρονικές παθογένειες των δεκαετιών που αποκαλύφθηκαν με την πρόσφατη θεομηνία ""Μήδεια"" στις περιοχές του Βόρειου τομέα των Αθήνων. @ellinikilisi @velopky #Πρώτα_η_Ελλάδα https://t.co/89hy7ioPgL",1,0,0,0,0,,0
"Ομιλία στη Βουλή στη συζήτηση «για σύσταση Ειδικής Κοινοβουλευτικής Επιτροπής προς διενέργεια προκαταρκτικής εξέτασης για τον πρώην Υπουργό Νίκο Παππά». #Βουλη #Vouli
https://t.co/DeyT7LHFbI",1,0,0,0,0,,0
"Είναι αδιανόητο να αναφερόμαστε στις ευνοϊκές κλιματολογικές συνθήκες, που επικρατούν στη χώρα μας, για τη συγκεκριμένη καλλιέργεια, αλλά την ίδια στιγμή να μην επιτρέπεται η #έρευνα στις πανεπιστημιακές κλινικές για να αναπτυχθεί η σχετική #τεχνογνωσία. #κάνναβη",2,-1,-1,1,-1,,-1
Ν. Συρμαλένιος: Η πολιτική της κυβέρνησης στη διαχείριση της τουρκικής επιθετικότητας είναι άτολμη και άβουλη – Συνέντευξη στον Γαβριήλ Αβραμίδη https://t.co/hVUR5kj0Hp via @Politispress - Η έγκυρη ενημέρωση online,2,-1,-1,0,-1,,-1
Στην Μονή Διονυσίου απίστευτη εικόνα για όσους δεν έχουν έρθει προκαλεί δέος ! @ellinikilisi https://t.co/haN7OAdZr5,4,1,1,1,1,,1
"Στο #ΑΡΤ TV για το θέμα της σεξουαλικής #παρενόχλησης και του εργασιακού #εκφοβισμού, καθώς και για την εξέλιξη της #πανδημίας.
https://t.co/RndwGpuVOj",0,0,0,0,0,,0
"Η 6η Μαρτίου συνιστά μία ημέρα - αφορμή να ενώσουμε τις φωνές μας και να πούμε ένα δυνατό ΟΧΙ στη σχολική βία και τον εκφοβισμό. Αναλαμβάνουμε δράσεις, ώστε κανένα παιδί να μη νιώθει μόνο του, ανυπεράσπιστο, εκτεθειμένο.
Οι πρωτοβουλίες που παίρνουμε:
👉 https://t.co/zoVRgDZz7P https://t.co/nD61R8OpSZ",2,1,1,1,1,,1
"Οι ψευτοαριστεροι κάνουν πορείες για Παλαιστίνιους αλλά όταν οι Αζέροι έσφαζαν Αρμένιους ήταν αργία ε;Οι νεοδημοκράτες εκαναν πορείες συλλαλητήρια για Μακεδονία μέχρι να γίνουν κυβέρνηση, σήμερα είναι .. κυβέρνηση και έχει συνέχεια το κράτος ΣΥΡΙΖΑ! @ellinikilisi https://t.co/KKksXMvU3U",2,-1,-1,-1,-1,,-1
"Πέρασαν από την υπόθεση Τσενάι είκοσι χρόνια… Και αντί να πηγαίνουμε μπροστά – πάμε με ταχύτητα προς τα πίσω. Τότε ο ρατσισμός ήταν κοινωνικός, σήμερα είναι και θεσμικός.

https://t.co/4QxRHmLC20",2,-1,-1,-1,-1,,-1
"Τις 16 τελευταίες εβδομάδες επενδύθηκαν σε μετοχές 436 δις $ - ποσόν ρεκόρ όλων των εποχών. Το μέγεθος της φούσκας που έχει δημιουργηθεί, φαίνεται καθαρά από τις εισροές στο γράφημα - συγκριτικά με τα προηγούμενα χρόνια. Η έκρηξη, όταν συμβεί, θα είναι εκκωφαντική! @ellinikilisi https://t.co/45LcW3fJpy",4,-1,-1,-1,-1,,-1
"Με χαρά υποδέχτηκα σήμερα στην Ελλαδα τον Dr Hans Kluge Jr. Περιφερειακό Διευθυντή Ευρώπης του Παγκόσμιου Οργανισμού Υγείας.Συνεργαζόμαστε στενά με τον ΠΟΥ,μεταξύ άλλων,και στα φλέγοντα θέματα της ψυχικής υγείας,που ο Οργανισμός έχει αναδείξει σε βασικό πυλώνα της πολιτικής του. https://t.co/BrMeDrzmRz",2,1,1,1,1,,1
"Λόγω της έλλειψης επαρκούς ρυθμιστικού πλαισίου για την καταπολέμηση της ηλεκτρονικής κατασκοπείας κατά ακτιβιστών, δημοσιογράφων, πολιτικών κλπ κρίνεται αναγκαίο να νομοθετηθεί από σήμερα η απαγόρευση προμήθειας, εμπορίας&amp;εγκατάστασης σε οποιοδήποτε ψηφιακό πληροφορικό σύστημα",0,-1,0,0,0,,0
"«Έχε το νου σου στο παιδί»
Παγκόσμια Ημέρα κατά του Παιδικού Καρκίνου σήμερα και ευχή όλων μας σύντομα τα νοσοκομεία να αδειάσουν από παιδικά χαμόγελα! Η σκέψη μας στις καθημερινές μάχες που δίνουν οι οικογένειες και καθήκον μας να υποστηρίξουμε την ιατρική έρευνα στη χώρα μας! https://t.co/5s9ikX2bzH",1,1,1,1,1,,1
"Θέλετε να δείτε γιατί τους αποκαλούμε ψεύτες; Βγάζουν άρθρο με τίτλο: ""κινδυνεύουν οι ανεμβολιαστοι, χωρίς εμβόλιο το 98% των θανάτων"". Μόλις πατάς το link.. fake news. @ellinikilisi https://t.co/Cs5W4k60zS",4,-1,-1,-1,-1,,-1
"Λογική και  Αλήθεια θα ακούσετε μόνο από την 
@ellinikilisi @elliniki_lisi  @velopky  .Ακούστε όλη την συνέντευξη και βγάλτε... συμπεράσματα!
https://t.co/gfaCRkHR6L",4,1,1,1,1,,1
"APXIΣAN TA OPΓANA!!! ΣTEΛNOYN OPΔEΣ ΠAPANOMΩN METANAΣTΩN AΠO ΞHPA (B.EBPO) KAI ΘAΛAΣΣA (BA. THΣ ΛEΣBOY). EIΠAME... KANENAΣ ΠAPANOMOΣ METANAΣTHΣ ΣTHN EΛΛAΔA!!! AΠEΛAΣH TΩPA ΓIA TIΣ XΩPEΣ TOYΣ!!! 
@ellinikilisi ΓIATI H EΛΛAΔA ANHKEI ΣTOYΣ EΛΛHNEΣ 🇬🇷 https://t.co/J5Dh4fbWAf",0,-1,-1,-1,-1,,-1
"Εχθές ο κ. Μητσοτάκης μίλησε για 1.000 σελίδες του ελληνικού Σχεδίου Ανάκαμψης. Ενός σχεδίου για το οποίο ακόμη τα πολιτικά κόμματα, οι παραγωγικοί φορείς &amp; η ελληνική κοινωνία δεν έχουν επίσημη ενημέρωση #themaradio",0,-1,-1,-1,-1,,-1
"Συλλυπητήρια για το τραγικό εργατικό ατύχημα σήμερα στο εργολαβικό συνεργείο του #ΔΕΔΔΗΕ στην Εύβοια.
Σοβαρά ερωτήματα για τα μέτρα υγιεινής και ασφάλειας, τις σχέσεις εργασίας και τη στελέχωση του ΔΕΔΔΗΕ και τα θέματα ασφάλειας εργασίας.
@marilizaxen
https://t.co/0FpR7TLxdW",3,-1,-1,-1,-1,,-1
Τηλεδιάσκεψη με τους εκπροσώπους της οργανωτικής επιτροπής της πρωτοβουλίας «Παρέλαση Στουτγάρδη 2021». https://t.co/l52VhLL8pt,2,0,0,0,0,,0
"ΤΗΛΕΔΙΑΣΚΕΨΕΙΣ ΜΕ ΝΕΑ ΔΣ ΟΜΟΣΠΟΝΔΙΩΝ
Ενημέρωση, συζήτηση &amp; προγραμματισμός με ανανεωμένο ΔΣ Ομοσπονδίας Άρσης Βαρών🏋️
Ανάγκη συστράτευσης όλων, να τραβήξουν μπροστά χωρίς τις προεκλογικές εντάσεις. Να επιστρέψει ψηλά το άθλημα, όπως αρμόζει👊
Αύριο με Ποδηλασία🚴 &amp; @PRESEGAS🏃 https://t.co/MXuQtvCOJ2",4,1,1,1,1,,1
"(1)Ο Γεν. Εισηγ. των ΜΜΕ στο Συμβούλιο της Ευρώπης,  Στέφαν Σέναχ,μετά την καταδίκη της δολοφονίας του Γ. Καραϊβάζ τόνισε: ""Θα πρέπει να ορθώσουμε το ανάστημά μας σε όλη την Ευρώπη για να εγγυηθούμε την Ελευθερία των Μέσων και την Ασφάλεια των Δημοσιογράφων μας"".#Βαξεβανης",1,0,0,1,0,,0
"🔴𝗟𝗜𝗩𝗘| τώρα στα Παραπολιτικά 90,1: https://t.co/0NtIRTUN6T",1,0,0,0,0,,0
Μέριμνα Αυγερινοπούλου για την κατασκευή του τμήματος του αυτοκινητοδρόμου Σιμόπουλου – 111 Εθνική Οδό | Στήριξη του αιτήματος των κατοίκων στην Περιφέρεια https://t.co/7nTD8XrOl4,0,0,1,0,0,,0
@Quantum_Alice @ellinikilisi Ε μα πια όσο πάνε το χειροτερεύουν!Όπως λέει και ο πρόεδρος αντί να συλλάβουν τον δολοφόνο συλλαμβάνουν το... πιστόλι,1,-1,-1,-1,-1,,-1
"Με την Πρόεδρο της Επιτροπής «Ελλάδα 2021», Γιαννα Αγγελοπουλου, σε συνάντηση με τις γυναίκες της πόλης και τις βουλευτές της Θεσσαλονίκης. #ΕΛΛΑΔΑ #Ελλάδα #ΘΕΣΣΑΛΟΝΙΚΗ https://t.co/6O0Up9bh4t",1,0,0,0,0,,0
Σκληρή επίθεση Αθήνας στην Αγκυρα για το ναυάγιο ανοικτά της Κρήτης: «Να λάβει σοβαρότερα τις διεθνείς υποχρεώσεις της» https://t.co/Rqkt1XWgSs,2,1,-1,-1,-1,,-1
⭕️Στις 14:45 σε απευθείας μετάδοση από το κανάλι της Βουλής η συζήτηση της Επίκαιρης Ερώτησής μου στον Υπουργό Οικονομικών «Κυβερνητικοί ισχυρισμοί-στήριξη εργαζομένων και επιχειρήσεων κατά τη διάρκεια της πανδημίας» #vouli https://t.co/12OI0rMcqf,4,0,1,0,0,,0
Το δανειστηκαμε από άλλους:Κάντε ζουμ στην εικόνα! Zoom in on the Greek Prime Minister’s desk and you will start to understand why the same script is playing out world wide 📖 Covid 19 The Great Reset...!! @ellinikilisi https://t.co/wUaJBjHTqY,1,-1,-1,-1,-1,,-1
Ο @velopky είναι ο μόνος αρχηγός κόμματος που βρέθηκε στις πληττόμενες από τους σεισμούς περιοχές. Η @ellinikilisi είναι πάντα δίπλα στους Έλληνες που δοκιμάζονται και θα διεκδικήσουμε να αποζημιωθούν το συντομότερο δυνατό! https://t.co/wOIHcH9oCN,4,1,1,1,1,,1
